,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
13x11,4.0553293,0.42160594,-4.0842495,-5.740321,6.0210924,-7.209051,-4.3755054,7.4814334,-2.1879663,0.3639997,-5.1165032,6.996734,0.4286065,-0.8917346,-7.1094112,2.7158928,-6.5040846,1.677646,-2.494567,-0.018853188,3.3448038,-5.414528,-0.66405106,-0.9380828,-6.290992,2.1525042,-0.051053286,4.2648582,3.7167945,-1.9134018
13x12,4.7130556,-1.7117212,-2.5895908,-5.714389,6.737649,-7.7860765,-1.6275601,7.3763037,-0.15261105,0.7524135,-4.303883,6.7267637,1.4962707,0.7458665,-8.428284,0.9680104,-5.9417696,0.45264927,-2.8122861,-0.17358518,3.3382158,-5.5099673,1.5330962,-0.92732674,-6.1151114,3.7765205,0.2956236,5.7457495,4.135764,-1.9543116
13x13,3.7886481,-0.6662512,-4.183206,-5.6449447,6.5286736,-8.285578,-2.479624,7.5659924,-0.6488193,-0.24834004,-4.535661,7.471546,-0.119473875,-1.18835,-6.8871355,2.824667,-6.526888,3.8009958,-3.3180032,0.4635309,3.538293,-4.7220435,-0.9263045,0.18019193,-6.585068,2.1881146,-0.059782267,4.348856,3.980477,-3.59579
13x14,3.290584,-1.1268716,-5.3840513,-6.149976,6.3835597,-8.167563,-2.4042554,8.114106,-0.20924515,-0.188631,-5.1283884,7.964497,0.10016197,-1.2920222,-6.439942,3.1710517,-6.8126144,4.5646405,-3.5148492,0.26939666,3.667157,-4.5401993,-0.75536084,0.6785821,-6.2392054,1.8244622,-0.99538314,3.7976499,4.206999,-3.9709759
13x15,2.6982362,-2.104317,-5.286248,-6.054987,7.5411644,-8.562962,-1.6889501,7.55828,-0.123875976,0.22110642,-4.8154454,7.8923135,-1.0630131,-0.79334694,-6.404034,3.4641523,-6.631332,4.857542,-3.244087,0.37837505,3.4474478,-4.4913363,-0.46478856,0.9194703,-6.625224,1.5709708,-0.2667936,3.3274622,3.7388377,-3.8916726
13x16,2.305188,-2.6346169,-4.2545056,-5.036765,9.106199,-8.249181,-0.7353875,8.307677,-0.010578096,1.7862774,-4.2633915,7.3894215,-2.5719557,-0.4935125,-5.9628973,3.8527856,-5.7340407,3.5881803,-4.814669,0.6064508,3.8667164,-3.5794876,0.2538879,2.1653466,-6.9085703,2.8825336,-0.7465846,3.4553761,4.1812515,-3.332251
13x17,3.247583,-3.9469528,-1.0699258,-2.7858176,11.720548,-7.1795483,1.3428612,8.627506,-0.8951907,5.1873884,-2.6365643,7.3189554,-4.9481573,0.9080218,-5.8925548,3.8745286,-3.1940877,1.1802822,-5.9191723,2.1946778,4.845056,-2.6205976,1.5956473,4.7582245,-7.3129673,4.6265144,0.19377863,2.725608,5.207389,-1.9805939
13x18,4.0351954,-0.09021282,0.39703202,0.4139369,11.388451,-7.2959876,-0.6409182,12.231798,-5.82665,5.1205893,-4.3394003,4.4230614,-2.2156086,0.03543049,-2.727221,5.217471,-1.3777142,-0.6539543,-7.2784133,-0.0026772916,6.0851398,-2.7175891,2.9350867,4.582486,-8.2660675,6.859158,-4.9509616,2.194179,4.97239,1.3277903
14x7,3.4154112,-1.8098943,-6.5643964,-3.5907602,7.036973,-7.8560987,-1.9519165,8.141567,0.13557601,3.5548062,-6.2252145,8.58246,-1.802782,0.67715824,-8.157454,2.6729093,-4.9134417,3.0105712,-1.3214719,0.44066572,4.032187,-4.56726,-1.5556962,3.9221227,-6.5796943,0.065303445,-0.5923246,2.1176999,3.1028583,-2.6390495
14x8,3.4247177,-2.018211,-6.7551417,-3.8427284,8.266604,-7.1362224,-1.7726636,9.836895,0.06247115,4.244766,-4.9811606,8.113152,-1.5633689,0.72726506,-8.26253,2.899857,-4.6896496,3.5739357,-1.6328392,0.95367324,2.5976858,-4.4981055,-1.4104578,3.9153905,-6.5946336,0.8195133,0.23230684,2.2932918,3.0632238,-2.2340238
14x9,3.7881088,-0.9154544,-6.9793835,-4.4616885,6.6925287,-7.263538,-3.652874,9.679458,-0.77474,2.5248237,-5.0956607,8.318266,-0.037003994,0.5450696,-7.8074713,2.6197667,-5.076913,4.0865088,-0.44740486,0.21718812,2.4494627,-4.5191245,-1.3077567,2.7827635,-5.6219363,1.0720187,-0.3756404,1.872927,3.0772295,-1.5704603
14x10,3.5498433,-0.87647176,-4.973631,-4.9439774,6.853767,-6.952759,-3.4829803,8.570735,-1.3211684,2.2677307,-4.7365146,7.649507,-0.437059,0.29038668,-7.979779,2.6294448,-5.529205,2.4241629,-1.2401707,0.6934916,2.7951305,-4.5280037,-0.8764416,1.9332623,-6.5240493,1.4968944,0.1343745,2.7012577,2.8174033,-1.8642697
14x11,3.511849,-0.9774649,-4.921276,-5.4314322,6.0469646,-6.9334044,-3.3721228,8.439587,-1.3859136,1.7619967,-5.0870266,7.9126296,-0.071469665,0.3234276,-7.6170273,2.0106454,-5.6416535,2.1283216,-1.9777253,0.4382429,3.0631917,-4.0704775,-1.1132252,1.6048818,-6.0705132,2.058691,-0.12749487,3.544533,3.5665793,-2.2130463
14x12,3.8076131,-0.43745565,-4.584956,-5.807822,5.8952994,-7.5928774,-3.412121,7.698466,-1.6652858,0.17259759,-5.212247,7.476991,0.15805513,-0.6915683,-7.060219,2.1135514,-6.6551304,2.7519336,-2.2979627,0.056957364,3.6685774,-4.692219,-0.8989296,-0.21888614,-5.9129906,2.0835483,-0.14052212,3.8873286,3.9408584,-2.4945486
14x13,3.4452944,-0.81152534,-5.074266,-5.8731356,5.7922993,-7.879351,-2.8388436,8.102889,-1.1244582,-0.017433405,-5.506162,8.003166,0.38840628,-1.0197802,-6.7305565,2.3695245,-6.672849,3.7068152,-2.6670454,0.06722307,4.0858455,-4.4405823,-0.8933436,0.46139544,-5.6784024,1.9476361,-0.65848887,3.4962294,4.4892397,-3.2657595
14x14,3.1261775,-1.0804069,-5.2713223,-6.1559668,6.0967646,-8.213697,-2.7491932,8.096204,-0.89283645,-0.45614284,-5.438838,8.002537,0.044208825,-1.1812129,-6.75913,2.608814,-7.016763,4.3846884,-2.6358423,0.62610704,3.7290084,-4.5417376,-0.5695346,0.76403797,-5.668272,1.6774166,-0.54533476,3.2935314,4.0609136,-3.905191
14x15,2.5092077,-1.8564266,-5.590784,-6.166691,6.946233,-8.012961,-2.1478305,8.193342,-0.17463014,0.6380172,-5.2629933,8.208638,-0.79923224,-0.64204276,-6.8489466,2.6127563,-6.8502827,4.2597275,-2.8773074,0.47929263,3.760078,-4.1139297,-0.44640762,0.96049535,-5.858111,1.9402934,-0.76431143,3.5013566,3.8486865,-4.375693
14x16,2.7304103,-2.7643578,-4.149923,-4.9730496,9.874828,-7.6868057,-0.79138005,7.9482813,-0.30370104,2.7468305,-4.46424,7.5499735,-2.768424,1.0032287,-6.5186095,3.381595,-5.478167,3.5666044,-3.306881,0.37596673,3.8998652,-3.1355724,0.865873,2.2719252,-7.157353,3.3404593,-0.31984174,3.0093231,3.255534,-3.1609883
14x17,2.8996987,-1.9189103,-1.1550056,-2.2775726,11.409332,-7.5227857,-0.03332311,9.368769,-1.9250345,4.7187414,-3.4358413,6.9709735,-3.7153375,1.144902,-5.6690407,4.016208,-3.8000288,1.4486058,-4.7822227,0.60765994,5.0402737,-2.3938704,1.5252144,3.3779263,-7.777274,4.711398,-2.4066024,2.640849,4.1604805,-1.1852797
14x18,4.044817,0.0133116245,1.1892078,0.008991763,11.105865,-7.038523,-0.71952367,11.597843,-5.642248,5.5153165,-3.6515357,4.8422174,-1.9860711,1.0033293,-3.3100631,4.706623,-1.8082771,0.22879949,-6.35203,-0.51321024,5.501441,-2.7662919,2.7188509,4.068553,-9.005422,6.3533516,-5.029134,2.653996,4.3949137,1.0395285
15x5,3.3136535,-0.47358358,-5.6468935,-3.4959135,6.907138,-8.784843,-3.6113262,5.8721128,-0.2538103,2.0016334,-7.2110786,7.2927265,-1.325113,0.98926294,-9.813195,1.3500715,-5.028569,2.2882516,-2.1880288,-1.7391884,7.255682,-5.474792,-1.3232954,-0.45526505,-3.03342,0.9746964,-2.8922176,4.6610203,4.9726367,-3.196498
15x6,3.5437,-0.44606316,-6.264776,-4.0546107,6.0981016,-8.383218,-3.493053,6.873224,-0.38462383,1.2790806,-6.9290586,7.79675,-1.0434818,-0.6869496,-8.267001,2.2769475,-6.176171,3.3573577,-1.7396219,-1.0083246,6.179307,-5.211634,-1.592031,0.41409707,-4.51872,0.6064359,-2.4418263,3.4886518,4.127294,-2.7513998
15x7,3.6454766,-1.0007057,-6.733058,-3.9268892,7.2261696,-8.007936,-2.5331914,7.618618,-0.33012158,2.1106942,-6.166102,7.6425004,-1.4767828,-0.519989,-8.488713,2.4107902,-5.9482784,4.051402,-1.8263098,-0.3263626,5.1720204,-5.1014075,-1.5192935,1.2849996,-5.1324306,0.97752166,-1.829665,3.133028,3.839101,-2.3909154
15x8,3.6182268,-1.504488,-6.605989,-4.137671,7.356596,-7.65353,-2.1154017,8.416995,0.013539553,3.0274038,-5.7935295,8.134349,-1.4295797,0.25865802,-8.21438,2.7772763,-5.674106,3.392329,-1.4657551,0.4813875,3.8176992,-4.506714,-1.3087776,2.7033913,-6.3099856,0.52767944,-0.67311096,2.4518366,3.230792,-2.4210799
15x9,3.6349928,-1.6979878,-6.225341,-4.781961,7.75922,-7.077531,-2.5451221,9.042938,-0.44509077,3.1542935,-4.908266,7.8782053,-0.9926727,0.5292542,-8.126411,2.9362278,-5.524368,3.419157,-1.454382,0.75089335,2.8668714,-4.4205823,-0.89788646,2.8041048,-6.2613745,1.2534746,-0.068317056,2.33243,3.0471218,-1.9103184
15x10,3.8186395,-1.5028214,-5.5784035,-5.557764,6.4871073,-7.015169,-3.114634,8.2750635,-0.9213437,1.9284838,-5.1412735,7.968466,-0.09072673,0.6356358,-7.752493,2.5045838,-5.746264,3.23891,-1.0421255,0.20733607,2.861015,-4.0529666,-0.50789934,1.7241988,-5.7863817,1.6524978,-0.29562676,2.6957264,3.1986501,-1.3436427
15x11,3.507505,-0.68546474,-5.0818086,-5.855896,5.9306974,-7.670934,-3.3815787,7.820559,-1.7817953,0.10312118,-5.123403,7.3291035,0.44700116,-0.68750906,-7.4070888,2.1617672,-6.8852463,3.2882462,-1.2936745,0.09741473,3.4202843,-4.5885563,-0.5675559,0.12290454,-5.414735,1.9316446,-0.41680968,3.017562,3.408687,-1.5673096
15x12,3.5601864,-0.52650714,-5.309907,-6.290126,5.460845,-7.4558697,-3.5579283,7.781754,-1.7438247,-0.14045796,-5.2528095,7.9663525,0.8662673,-0.5971613,-7.013962,2.0462313,-7.0402365,3.340622,-1.6574976,-0.1861161,3.7460637,-4.4480352,-0.6284909,0.22148705,-5.148588,2.1231086,-1.0200105,3.2131143,4.146906,-2.126339
15x13,3.5380318,-0.9409076,-5.0934467,-6.282212,5.58047,-7.8649464,-3.0561075,7.9502654,-1.7204856,-0.36507243,-5.497579,7.8283396,0.41095963,-0.71499133,-6.891955,2.0032687,-7.0782833,3.4253397,-1.737895,0.3728192,3.8354044,-4.6510296,-0.33211106,0.216241,-5.303368,1.6475792,-0.5519484,3.3610964,4.0528345,-2.6408145
15x14,3.0174031,-1.3516248,-5.5318656,-6.075407,6.063987,-8.082819,-2.8524895,8.3446,-1.0178741,0.08848536,-5.5854454,8.048689,-0.06857395,-0.6237826,-7.1654673,1.9155669,-6.9824953,3.8003197,-2.090537,0.526477,3.9974103,-4.197136,-0.5868958,0.7374849,-5.0550604,1.89409,-0.70770806,3.2035742,3.921102,-3.7046447
15x15,2.7790635,-1.7331564,-5.5709653,-6.386744,7.016596,-8.148734,-2.5784526,8.0934925,-0.5263026,0.3166385,-5.2567325,8.030099,-0.6958843,-0.10527027,-7.580289,2.0279653,-7.0445886,3.9735615,-1.6958561,1.0218284,3.658033,-4.2806964,0.17372322,0.72905135,-5.3256617,1.807869,-0.6322193,2.6562586,3.2757158,-3.6163867
15x16,2.2601626,-1.7425302,-3.9789147,-5.435612,8.64804,-7.671549,-1.8524275,7.875806,-0.6258106,2.426043,-4.6837664,8.279306,-1.7192261,1.1267762,-7.5102196,2.4751396,-6.263876,3.206706,-2.0215611,0.4046831,4.0545297,-3.907537,0.459812,1.0618275,-6.541609,2.0153377,-1.2424335,3.0680692,3.2294226,-3.7571428
15x17,3.4159017,-1.9493995,0.21268684,-2.5948129,10.805304,-7.295935,-0.5172686,7.7125072,-1.925281,5.3627286,-3.3522983,7.9057584,-3.2531588,2.3102646,-7.524976,2.9318597,-4.3173184,1.765351,-2.7195225,0.34013247,4.5517807,-3.0288897,1.0360297,2.891549,-8.545567,3.3307111,-2.1253192,2.8077133,3.156432,-1.9366835
15x18,4.2269707,0.014225721,1.9808908,0.34941077,8.120619,-6.0275292,-1.1059871,11.863842,-5.5522213,5.871646,-2.9880056,6.7132354,-0.9282794,0.6017219,-5.840286,4.4787316,-3.6480327,2.8972178,-5.480261,-0.46071047,4.8898787,-2.9650524,1.8153868,3.7805467,-8.037669,5.449536,-4.620482,3.4227855,3.1336699,-1.470886
16x3,6.1592865,2.3542185,1.7680577,-3.289111,9.402479,-4.415686,-14.868173,12.850658,0.035068214,4.6380186,-6.419031,6.411811,2.8406196,-2.775677,-5.886816,5.833846,-2.8255274,-2.1434207,-10.111286,-1.5079197,-5.3939877,-6.6289043,2.0705783,3.7694473,-0.71790624,-3.6918962,6.291387,2.8131223,1.4285939,-6.503852
16x4,3.8092787,0.7715726,-4.375384,-2.190437,7.6276236,-8.337184,-4.2997637,8.350488,-2.4633148,1.9994997,-4.851282,6.36572,0.5417115,-0.24664903,-9.114331,0.9606857,-4.622066,3.238327,-4.201581,-4.1537704,-1.1425943,-6.3189154,4.0697393,1.2296904,-1.5501761,-1.3537384,1.148215,1.5223581,3.810202,-3.561716
16x5,4.2420907,0.23720515,-4.231826,-4.1315536,7.0545692,-7.4858804,-6.386458,8.053374,-0.4002471,1.9598751,-7.0771437,7.144191,-0.37794024,-1.26069,-8.084695,3.0807605,-5.516252,1.6216795,-3.8108006,-1.23516,3.9165173,-5.2568974,-0.265791,1.0887944,-3.5951743,-0.46746063,-0.49739158,3.4963093,3.6322856,-3.9740813
16x6,3.6997237,-1.0326985,-6.139759,-4.3233795,7.317378,-8.162737,-2.482623,6.777078,-0.2248416,1.7025143,-6.7043967,7.0339546,-1.6770258,-0.665973,-8.8960085,2.2660022,-6.320943,3.0573163,-2.4455245,-0.7137153,5.966676,-5.079123,-1.1619053,0.037840366,-4.8968287,0.65850556,-2.3397303,3.7246428,4.0160627,-2.6524413
